KeyId,TournamentId,tournament Name,MatchId,MatchName,StageName,GroupName,GroupStage,KnockoutStage,Replayed,Replay,MatchDate,MatchTime,StadiumId,StadiumName,CityName,CountryName,HomeTeamId,HomeTeamName,HomeTeamCode,AwayTeamId,AwayTeamName,AwayTeamCode,Score,HomeTeamScore,AwayTeamScore,HomeTeamScoreMargin,AwayTeamScoreMargin,ExtraTime,PenaltyShootout,ScorePenalties,HomeTeamScorePenalties,AwayTeamScorePenalties,Result,HomeTeamWin,AwayTeamWin,Draw
168,WC-1962,1962 FIFA World Cup,M-1962-32,Brazil v Czechoslovakia,final,not applicable,False,True,False,False,1962-06-17,14:30:00,S-026,Estadio Nacional,Santiago,Chile,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
169,WC-1966,1966 FIFA World Cup,M-1966-01,England v Uruguay,group stage,Group 1,True,False,False,False,1966-07-11,19:30:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-81,Uruguay,URY,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
170,WC-1966,1966 FIFA World Cup,M-1966-02,West Germany v Switzerland,group stage,Group 2,True,False,False,False,1966-07-12,19:30:00,S-034,Hillsborough Stadium,Sheffield,England,T-83,West Germany,DEU,T-73,Switzerland,CHE,50,5,0,5,-5,False,False,0-0,0,0,home team win,True,False,False
171,WC-1966,1966 FIFA World Cup,M-1966-03,Brazil v Bulgaria,group stage,Group 3,True,False,False,False,1966-07-12,19:30:00,S-029,Goodison Park,Liverpool,England,T-09,Brazil,BRA,T-10,Bulgaria,BGR,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
172,WC-1966,1966 FIFA World Cup,M-1966-04,Soviet Union v North Korea,group stage,Group 4,True,False,False,False,1966-07-12,19:30:00,S-033,Ayresome Park,Middlesbrough,England,T-70,Soviet Union,SUN,T-49,North Korea,PRK,30,3,0,3,-3,False,False,0-0,0,0,home team win,True,False,False
173,WC-1966,1966 FIFA World Cup,M-1966-05,France v Mexico,group stage,Group 1,True,False,False,False,1966-07-13,19:30:00,S-030,Wembley Stadium,London,England,T-28,France,FRA,T-44,Mexico,MEX,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
174,WC-1966,1966 FIFA World Cup,M-1966-06,Argentina v Spain,group stage,Group 2,True,False,False,False,1966-07-13,19:30:00,S-028,Villa Park,Birmingham,England,T-03,Argentina,ARG,T-71,Spain,ESP,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
175,WC-1966,1966 FIFA World Cup,M-1966-07,Portugal v Hungary,group stage,Group 3,True,False,False,False,1966-07-13,19:30:00,S-032,Old Trafford,Manchester,England,T-56,Portugal,PRT,T-34,Hungary,HUN,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
176,WC-1966,1966 FIFA World Cup,M-1966-08,Italy v Chile,group stage,Group 4,True,False,False,False,1966-07-13,19:30:00,S-035,Roker Park,Sunderland,England,T-39,Italy,ITA,T-13,Chile,CHL,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
177,WC-1966,1966 FIFA World Cup,M-1966-09,Uruguay v France,group stage,Group 1,True,False,False,False,1966-07-15,19:30:00,S-031,White City Stadium,London,England,T-81,Uruguay,URY,T-28,France,FRA,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
178,WC-1966,1966 FIFA World Cup,M-1966-10,Spain v Switzerland,group stage,Group 2,True,False,False,False,1966-07-15,19:30:00,S-034,Hillsborough Stadium,Sheffield,England,T-71,Spain,ESP,T-73,Switzerland,CHE,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
179,WC-1966,1966 FIFA World Cup,M-1966-11,Hungary v Brazil,group stage,Group 3,True,False,False,False,1966-07-15,19:30:00,S-029,Goodison Park,Liverpool,England,T-34,Hungary,HUN,T-09,Brazil,BRA,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
180,WC-1966,1966 FIFA World Cup,M-1966-12,Chile v North Korea,group stage,Group 4,True,False,False,False,1966-07-15,19:30:00,S-033,Ayresome Park,Middlesbrough,England,T-13,Chile,CHL,T-49,North Korea,PRK,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
181,WC-1966,1966 FIFA World Cup,M-1966-13,Argentina v West Germany,group stage,Group 2,True,False,False,False,1966-07-16,15:00:00,S-028,Villa Park,Birmingham,England,T-03,Argentina,ARG,T-83,West Germany,DEU,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
182,WC-1966,1966 FIFA World Cup,M-1966-14,Portugal v Bulgaria,group stage,Group 3,True,False,False,False,1966-07-16,15:00:00,S-032,Old Trafford,Manchester,England,T-56,Portugal,PRT,T-10,Bulgaria,BGR,30,3,0,3,-3,False,False,0-0,0,0,home team win,True,False,False
183,WC-1966,1966 FIFA World Cup,M-1966-15,Soviet Union v Italy,group stage,Group 4,True,False,False,False,1966-07-16,15:00:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-39,Italy,ITA,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
184,WC-1966,1966 FIFA World Cup,M-1966-16,England v Mexico,group stage,Group 1,True,False,False,False,1966-07-16,19:30:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-44,Mexico,MEX,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
185,WC-1966,1966 FIFA World Cup,M-1966-17,Mexico v Uruguay,group stage,Group 1,True,False,False,False,1966-07-19,16:30:00,S-030,Wembley Stadium,London,England,T-44,Mexico,MEX,T-81,Uruguay,URY,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
186,WC-1966,1966 FIFA World Cup,M-1966-18,Argentina v Switzerland,group stage,Group 2,True,False,False,False,1966-07-19,19:30:00,S-034,Hillsborough Stadium,Sheffield,England,T-03,Argentina,ARG,T-73,Switzerland,CHE,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,True,False,False,False,1966-07-19,19:30:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,True,False,False,False,1966-07-19,19:30:00,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,True,False,False,False,1966-07-20,19:30:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,True,False,False,False,1966-07-20,19:30:00,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,True,False,False,False,1966-07-20,19:30:00,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,True,False,False,False,1966-07-20,19:30:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,False,True,False,False,1966-07-23,15:00:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,False,True,False,False,1966-07-23,15:00:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,False,False,0-0,0,0,home team win,True,False,False
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,False,True,False,False,1966-07-23,15:00:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
196,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,quarter-finals,not applicable,False,True,False,False,1966-07-23,15:00:00,S-034,Hillsborough Stadium,Sheffield,England,T-83,West Germany,DEU,T-81,Uruguay,URY,40,4,0,4,-4,False,False,0-0,0,0,home team win,True,False,False
197,WC-1966,1966 FIFA World Cup,M-1966-29,West Germany v Soviet Union,semi-finals,not applicable,False,True,False,False,1966-07-25,19:30:00,S-029,Goodison Park,Liverpool,England,T-83,West Germany,DEU,T-70,Soviet Union,SUN,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
198,WC-1966,1966 FIFA World Cup,M-1966-30,England v Portugal,semi-finals,not applicable,False,True,False,False,1966-07-26,19:30:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-56,Portugal,PRT,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
199,WC-1966,1966 FIFA World Cup,M-1966-31,Portugal v Soviet Union,third-place match,not applicable,False,True,False,False,1966-07-28,19:30:00,S-030,Wembley Stadium,London,England,T-56,Portugal,PRT,T-70,Soviet Union,SUN,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
200,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,final,not applicable,False,True,False,False,1966-07-30,15:00:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-83,West Germany,DEU,42,4,2,2,-2,True,False,0-0,0,0,home team win,True,False,False
201,WC-1970,1970 FIFA World Cup,M-1970-01,Mexico v Soviet Union,group stage,Group 1,True,False,False,False,1970-05-31,12:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-44,Mexico,MEX,T-70,Soviet Union,SUN,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
202,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,group stage,Group 2,True,False,False,False,1970-06-02,16:00:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-81,Uruguay,URY,T-38,Israel,ISR,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
203,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,group stage,Group 3,True,False,False,False,1970-06-02,16:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,England,ENG,T-59,Romania,ROU,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
204,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,group stage,Group 4,True,False,False,False,1970-06-02,16:00:00,S-098,Estadio Nou Camp,León,Mexico,T-54,Peru,PER,T-10,Bulgaria,BGR,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
205,WC-1970,1970 FIFA World Cup,M-1970-05,Belgium v El Salvador,group stage,Group 1,True,False,False,False,1970-06-03,16:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-06,Belgium,BEL,T-26,El Salvador,SLV,30,3,0,3,-3,False,False,0-0,0,0,home team win,True,False,False
206,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,group stage,Group 2,True,False,False,False,1970-06-03,16:00:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-72,Sweden,SWE,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
207,WC-1970,1970 FIFA World Cup,M-1970-07,Brazil v Czechoslovakia,group stage,Group 3,True,False,False,False,1970-06-03,16:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,41,4,1,3,-3,False,False,0-0,0,0,home team win,True,False,False
208,WC-1970,1970 FIFA World Cup,M-1970-08,West Germany v Morocco,group stage,Group 4,True,False,False,False,1970-06-03,16:00:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-45,Morocco,MAR,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
209,WC-1970,1970 FIFA World Cup,M-1970-09,Soviet Union v Belgium,group stage,Group 1,True,False,False,False,1970-06-06,16:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-70,Soviet Union,SUN,T-06,Belgium,BEL,41,4,1,3,-3,False,False,0-0,0,0,home team win,True,False,False
210,WC-1970,1970 FIFA World Cup,M-1970-10,Uruguay v Italy,group stage,Group 2,True,False,False,False,1970-06-06,16:00:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-81,Uruguay,URY,T-39,Italy,ITA,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
211,WC-1970,1970 FIFA World Cup,M-1970-11,Romania v Czechoslovakia,group stage,Group 3,True,False,False,False,1970-06-06,16:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-59,Romania,ROU,T-20,Czechoslovakia,CSK,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
212,WC-1970,1970 FIFA World Cup,M-1970-12,Peru v Morocco,group stage,Group 4,True,False,False,False,1970-06-06,16:00:00,S-098,Estadio Nou Camp,León,Mexico,T-54,Peru,PER,T-45,Morocco,MAR,30,3,0,3,-3,False,False,0-0,0,0,home team win,True,False,False
213,WC-1970,1970 FIFA World Cup,M-1970-13,Mexico v El Salvador,group stage,Group 1,True,False,False,False,1970-06-07,12:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-44,Mexico,MEX,T-26,El Salvador,SLV,40,4,0,4,-4,False,False,0-0,0,0,home team win,True,False,False
214,WC-1970,1970 FIFA World Cup,M-1970-14,Sweden v Israel,group stage,Group 2,True,False,False,False,1970-06-07,12:00:00,S-106,La Bombonera,Toluca,Mexico,T-72,Sweden,SWE,T-38,Israel,ISR,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
215,WC-1970,1970 FIFA World Cup,M-1970-15,Brazil v England,group stage,Group 3,True,False,False,False,1970-06-07,12:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-27,England,ENG,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
216,WC-1970,1970 FIFA World Cup,M-1970-16,West Germany v Bulgaria,group stage,Group 4,True,False,False,False,1970-06-07,12:00:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-10,Bulgaria,BGR,52,5,2,3,-3,False,False,0-0,0,0,home team win,True,False,False
217,WC-1970,1970 FIFA World Cup,M-1970-17,Soviet Union v El Salvador,group stage,Group 1,True,False,False,False,1970-06-10,16:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-70,Soviet Union,SUN,T-26,El Salvador,SLV,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
218,WC-1970,1970 FIFA World Cup,M-1970-18,Sweden v Uruguay,group stage,Group 2,True,False,False,False,1970-06-10,16:00:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-72,Sweden,SWE,T-81,Uruguay,URY,Jan-00,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
219,WC-1970,1970 FIFA World Cup,M-1970-19,Brazil v Romania,group stage,Group 3,True,False,False,False,1970-06-10,16:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-59,Romania,ROU,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
220,WC-1970,1970 FIFA World Cup,M-1970-20,West Germany v Peru,group stage,Group 4,True,False,False,False,1970-06-10,16:00:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-54,Peru,PER,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
221,WC-1970,1970 FIFA World Cup,M-1970-21,Mexico v Belgium,group stage,Group 1,True,False,False,False,1970-06-11,16:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-44,Mexico,MEX,T-06,Belgium,BEL,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
222,WC-1970,1970 FIFA World Cup,M-1970-22,Italy v Israel,group stage,Group 2,True,False,False,False,1970-06-11,16:00:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-38,Israel,ISR,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
223,WC-1970,1970 FIFA World Cup,M-1970-23,England v Czechoslovakia,group stage,Group 3,True,False,False,False,1970-06-11,16:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,England,ENG,T-20,Czechoslovakia,CSK,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
224,WC-1970,1970 FIFA World Cup,M-1970-24,Bulgaria v Morocco,group stage,Group 4,True,False,False,False,1970-06-11,16:00:00,S-098,Estadio Nou Camp,León,Mexico,T-10,Bulgaria,BGR,T-45,Morocco,MAR,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
225,WC-1970,1970 FIFA World Cup,M-1970-25,Brazil v Peru,quarter-finals,not applicable,False,True,False,False,1970-06-14,12:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-54,Peru,PER,42,4,2,2,-2,False,False,0-0,0,0,home team win,True,False,False
226,WC-1970,1970 FIFA World Cup,M-1970-26,Italy v Mexico,quarter-finals,not applicable,False,True,False,False,1970-06-14,12:00:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-44,Mexico,MEX,41,4,1,3,-3,False,False,0-0,0,0,home team win,True,False,False
227,WC-1970,1970 FIFA World Cup,M-1970-27,Soviet Union v Uruguay,quarter-finals,not applicable,False,True,False,False,1970-06-14,12:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-70,Soviet Union,SUN,T-81,Uruguay,URY,01,0,1,-1,1,True,False,0-0,0,0,away team win,False,True,False
228,WC-1970,1970 FIFA World Cup,M-1970-28,West Germany v England,quarter-finals,not applicable,False,True,False,False,1970-06-14,12:00:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-27,England,ENG,32,3,2,1,-1,True,False,0-0,0,0,home team win,True,False,False
229,WC-1970,1970 FIFA World Cup,M-1970-29,Brazil v Uruguay,semi-finals,not applicable,False,True,False,False,1970-06-17,16:00:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-81,Uruguay,URY,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
230,WC-1970,1970 FIFA World Cup,M-1970-30,Italy v West Germany,semi-finals,not applicable,False,True,False,False,1970-06-17,16:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-39,Italy,ITA,T-83,West Germany,DEU,43,4,3,1,-1,True,False,0-0,0,0,home team win,True,False,False
231,WC-1970,1970 FIFA World Cup,M-1970-31,West Germany v Uruguay,third-place match,not applicable,False,True,False,False,1970-06-20,16:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-83,West Germany,DEU,T-81,Uruguay,URY,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
232,WC-1970,1970 FIFA World Cup,M-1970-32,Brazil v Italy,final,not applicable,False,True,False,False,1970-06-21,12:00:00,S-099,Estadio Azteca,Mexico City,Mexico,T-09,Brazil,BRA,T-39,Italy,ITA,41,4,1,3,-3,False,False,0-0,0,0,home team win,True,False,False
233,WC-1974,1974 FIFA World Cup,M-1974-01,Brazil v Yugoslavia,group stage,Group 2,True,False,False,False,1974-06-13,17:00:00,S-057,Waldstadion,Frankfurt,Germany,T-09,Brazil,BRA,T-84,Yugoslavia,YUG,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
234,WC-1974,1974 FIFA World Cup,M-1974-02,West Germany v Chile,group stage,Group 1,True,False,False,False,1974-06-14,16:00:00,S-053,Olympiastadion,Berlin,Germany,T-83,West Germany,DEU,T-13,Chile,CHL,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
235,WC-1974,1974 FIFA World Cup,M-1974-03,East Germany v Australia,group stage,Group 1,True,False,False,False,1974-06-14,19:30:00,S-060,Volksparkstadion,Hamburg,Germany,T-23,East Germany,DDR,T-04,Australia,AUS,20,2,0,2,-2,False,False,0-0,0,0,home team win,True,False,False
236,WC-1974,1974 FIFA World Cup,M-1974-04,Zaire v Scotland,group stage,Group 2,True,False,False,False,1974-06-14,19:30:00,S-055,Westfalenstadion,Dortmund,Germany,T-85,Zaire,COD,T-62,Scotland,SCO,02,0,2,-2,2,False,False,0-0,0,0,away team win,False,True,False
237,WC-1974,1974 FIFA World Cup,M-1974-05,Sweden v Bulgaria,group stage,Group 3,True,False,False,False,1974-06-15,16:00:00,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-10,Bulgaria,BGR,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
238,WC-1974,1974 FIFA World Cup,M-1974-06,Uruguay v Netherlands,group stage,Group 3,True,False,False,False,1974-06-15,16:00:00,S-061,Niedersachsenstadion,Hanover,Germany,T-81,Uruguay,URY,T-46,Netherlands,NLD,02,0,2,-2,2,False,False,0-0,0,0,away team win,False,True,False
239,WC-1974,1974 FIFA World Cup,M-1974-07,Italy v Haiti,group stage,Group 4,True,False,False,False,1974-06-15,18:00:00,S-065,Olympiastadion,Munich,Germany,T-39,Italy,ITA,T-32,Haiti,HTI,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
240,WC-1974,1974 FIFA World Cup,M-1974-08,Poland v Argentina,group stage,Group 4,True,False,False,False,1974-06-15,18:00:00,S-067,Neckarstadion,Stuttgart,Germany,T-55,Poland,POL,T-03,Argentina,ARG,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
241,WC-1974,1974 FIFA World Cup,M-1974-09,Australia v West Germany,group stage,Group 1,True,False,False,False,1974-06-18,16:00:00,S-060,Volksparkstadion,Hamburg,Germany,T-04,Australia,AUS,T-83,West Germany,DEU,03,0,3,-3,3,False,False,0-0,0,0,away team win,False,True,False
242,WC-1974,1974 FIFA World Cup,M-1974-10,Chile v East Germany,group stage,Group 1,True,False,False,False,1974-06-18,19:00:00,S-053,Olympiastadion,Berlin,Germany,T-13,Chile,CHL,T-23,East Germany,DDR,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
243,WC-1974,1974 FIFA World Cup,M-1974-11,Scotland v Brazil,group stage,Group 2,True,False,False,False,1974-06-18,19:30:00,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-09,Brazil,BRA,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
244,WC-1974,1974 FIFA World Cup,M-1974-12,Yugoslavia v Zaire,group stage,Group 2,True,False,False,False,1974-06-18,19:30:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-84,Yugoslavia,YUG,T-85,Zaire,COD,90,9,0,9,-9,False,False,0-0,0,0,home team win,True,False,False
245,WC-1974,1974 FIFA World Cup,M-1974-13,Bulgaria v Uruguay,group stage,Group 3,True,False,False,False,1974-06-19,19:30:00,S-061,Niedersachsenstadion,Hanover,Germany,T-10,Bulgaria,BGR,T-81,Uruguay,URY,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
246,WC-1974,1974 FIFA World Cup,M-1974-14,Netherlands v Sweden,group stage,Group 3,True,False,False,False,1974-06-19,19:30:00,S-055,Westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-72,Sweden,SWE,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
247,WC-1974,1974 FIFA World Cup,M-1974-15,Argentina v Italy,group stage,Group 4,True,False,False,False,1974-06-19,19:30:00,S-067,Neckarstadion,Stuttgart,Germany,T-03,Argentina,ARG,T-39,Italy,ITA,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
248,WC-1974,1974 FIFA World Cup,M-1974-16,Haiti v Poland,group stage,Group 4,True,False,False,False,1974-06-19,19:30:00,S-065,Olympiastadion,Munich,Germany,T-32,Haiti,HTI,T-55,Poland,POL,07,0,7,-7,7,False,False,0-0,0,0,away team win,False,True,False
249,WC-1974,1974 FIFA World Cup,M-1974-17,Australia v Chile,group stage,Group 1,True,False,False,False,1974-06-22,16:00:00,S-053,Olympiastadion,Berlin,Germany,T-04,Australia,AUS,T-13,Chile,CHL,00,0,0,0,0,False,False,0-0,0,0,draw,False,False,True
250,WC-1974,1974 FIFA World Cup,M-1974-18,Scotland v Yugoslavia,group stage,Group 2,True,False,False,False,1974-06-22,16:00:00,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-84,Yugoslavia,YUG,11,1,1,0,0,False,False,0-0,0,0,draw,False,False,True
251,WC-1974,1974 FIFA World Cup,M-1974-19,Zaire v Brazil,group stage,Group 2,True,False,False,False,1974-06-22,16:00:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-85,Zaire,COD,T-09,Brazil,BRA,03,0,3,-3,3,False,False,0-0,0,0,away team win,False,True,False
252,WC-1974,1974 FIFA World Cup,M-1974-20,East Germany v West Germany,group stage,Group 1,True,False,False,False,1974-06-22,19:30:00,S-060,Volksparkstadion,Hamburg,Germany,T-23,East Germany,DDR,T-83,West Germany,DEU,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
253,WC-1974,1974 FIFA World Cup,M-1974-21,Bulgaria v Netherlands,group stage,Group 3,True,False,False,False,1974-06-23,16:00:00,S-055,Westfalenstadion,Dortmund,Germany,T-10,Bulgaria,BGR,T-46,Netherlands,NLD,14,1,4,-3,3,False,False,0-0,0,0,away team win,False,True,False
254,WC-1974,1974 FIFA World Cup,M-1974-22,Sweden v Uruguay,group stage,Group 3,True,False,False,False,1974-06-23,16:00:00,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-81,Uruguay,URY,30,3,0,3,-3,False,False,0-0,0,0,home team win,True,False,False
255,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,group stage,Group 4,True,False,False,False,1974-06-23,16:00:00,S-065,Olympiastadion,Munich,Germany,T-03,Argentina,ARG,T-32,Haiti,HTI,41,4,1,3,-3,False,False,0-0,0,0,home team win,True,False,False
256,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,group stage,Group 4,True,False,False,False,1974-06-23,16:00:00,S-067,Neckarstadion,Stuttgart,Germany,T-55,Poland,POL,T-39,Italy,ITA,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
257,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,second group stage,Group B,True,False,False,False,1974-06-26,16:00:00,S-056,Rheinstadion,Düsseldorf,Germany,T-84,Yugoslavia,YUG,T-83,West Germany,DEU,02,0,2,-2,2,False,False,0-0,0,0,away team win,False,True,False
258,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,second group stage,Group A,True,False,False,False,1974-06-26,19:30:00,S-061,Niedersachsenstadion,Hanover,Germany,T-09,Brazil,BRA,T-23,East Germany,DDR,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
259,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,second group stage,Group A,True,False,False,False,1974-06-26,19:30:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-46,Netherlands,NLD,T-03,Argentina,ARG,40,4,0,4,-4,False,False,0-0,0,0,home team win,True,False,False
