KeyId,TournamentId,tournament Name,MatchId,MatchName,StageName,GroupName,GroupStage,KnockoutStage,Replayed,Replay,MatchDate,MatchTime,StadiumId,StadiumName,CityName,CountryName,HomeTeamId,HomeTeamName,HomeTeamCode,AwayTeamId,AwayTeamName,AwayTeamCode,Score,HomeTeamScore,AwayTeamScore,HomeTeamScoreMargin,AwayTeamScoreMargin,ExtraTime,PenaltyShootout,ScorePenalties,HomeTeamScorePenalties,AwayTeamScorePenalties,Result,HomeTeamWin,AwayTeamWin,Draw
17,WC-1930,1930 FIFA World Cup,M-1930-17,Uruguay v Yugoslavia,semi-finals,not applicable,False,True,False,False,1930-07-27,14:45:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-84,Yugoslavia,YUG,61,6,1,5,-5,False,False,0-0,0,0,home team win,True,False,False
18,WC-1930,1930 FIFA World Cup,M-1930-18,Uruguay v Argentina,final,not applicable,False,True,False,False,1930-07-30,14:15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-03,Argentina,ARG,42,4,2,2,-2,False,False,0-0,0,0,home team win,True,False,False
19,WC-1934,1934 FIFA World Cup,M-1934-01,Austria v France,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-081,Stadio Benito Mussolini,Turin,Italy,T-05,Austria,AUT,T-28,France,FRA,32,3,2,1,-1,True,False,0-0,0,0,home team win,True,False,False
20,WC-1934,1934 FIFA World Cup,M-1934-02,Czechoslovakia v Romania,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-080,Stadio Littorio,Trieste,Italy,T-20,Czechoslovakia,CSK,T-59,Romania,ROU,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
21,WC-1934,1934 FIFA World Cup,M-1934-03,Germany v Belgium,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-072,Stadio Giovanni Berta,Florence,Italy,T-29,Germany,DEU,T-06,Belgium,BEL,52,5,2,3,-3,False,False,0-0,0,0,home team win,True,False,False
22,WC-1934,1934 FIFA World Cup,M-1934-04,Hungary v Egypt,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-34,Hungary,HUN,T-25,Egypt,EGY,42,4,2,2,-2,False,False,0-0,0,0,home team win,True,False,False
23,WC-1934,1934 FIFA World Cup,M-1934-05,Italy v United States,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-80,United States,USA,71,7,1,6,-6,False,False,0-0,0,0,home team win,True,False,False
24,WC-1934,1934 FIFA World Cup,M-1934-06,Spain v Brazil,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-71,Spain,ESP,T-09,Brazil,BRA,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
25,WC-1934,1934 FIFA World Cup,M-1934-07,Sweden v Argentina,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-72,Sweden,SWE,T-03,Argentina,ARG,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
26,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,round of 16,not applicable,False,True,False,False,1934-05-27,16:00:00,S-074,San Siro,Milan,Italy,T-73,Switzerland,CHE,T-46,Netherlands,NLD,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
27,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,quarter-finals,not applicable,False,True,False,False,1934-05-31,16:30:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-05,Austria,AUT,T-34,Hungary,HUN,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
28,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,quarter-finals,not applicable,False,True,False,False,1934-05-31,16:30:00,S-081,Stadio Benito Mussolini,Turin,Italy,T-20,Czechoslovakia,CSK,T-73,Switzerland,CHE,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
29,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,quarter-finals,not applicable,False,True,False,False,1934-05-31,16:30:00,S-074,San Siro,Milan,Italy,T-29,Germany,DEU,T-72,Sweden,SWE,21,2,1,1,-1,False,False,0-0,0,0,home team win,True,False,False
30,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,quarter-finals,not applicable,False,True,True,False,1934-05-31,16:30:00,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,11,1,1,0,0,True,False,0-0,0,0,draw,False,False,True
31,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,quarter-finals,not applicable,False,True,False,True,1934-06-01,16:30:00,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
32,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,semi-finals,not applicable,False,True,False,False,1934-06-03,16:30:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-20,Czechoslovakia,CSK,T-29,Germany,DEU,31,3,1,2,-2,False,False,0-0,0,0,home team win,True,False,False
33,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,semi-finals,not applicable,False,True,False,False,1934-06-03,16:30:00,S-074,San Siro,Milan,Italy,T-39,Italy,ITA,T-05,Austria,AUT,10,1,0,1,-1,False,False,0-0,0,0,home team win,True,False,False
34,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,third-place match,not applicable,False,True,False,False,1934-06-07,18:00:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-29,Germany,DEU,T-05,Austria,AUT,32,3,2,1,-1,False,False,0-0,0,0,home team win,True,False,False
